attendance,study_hours,IAT_marks,assignment,extracurricular_activity,consistency_rating,predicted_grade,confidence_level,predictor
63.71,3.54,91.9,28.8,Student Council,2,B,50.0,pass
99.2,1.05,40.62,95.79,Cultural Activity,8,B+,95.96,pass
70.47,2.22,71.85,53.87,Student Council,5,B,62.94,pass
94.7,5.19,76.53,20.74,Drama/Theatre,1,B,50.0,pass
61.5,6.08,59.35,55.39,Technical Club,7,B+,80.78,pass
60.66,2.45,79.08,23.69,Technical Club,6,C,73.92,fail
51.56,0.58,58.75,63.51,Drama/Theatre,5,C,61.54,fail
82.58,3.91,65.32,47.08,Drama/Theatre,1,B,50.0,pass
68.43,2.34,30.51,57.87,Student Council,1,C,50.0,fail
93.22,2.2,78.42,69.05,Technical Club,6,B+,75.47,pass
73.66,9.6,76.29,89.5,Technical Club,10,A,100.0,pass
98.41,6.16,32.69,72.95,Art & Design,7,B+,83.44,pass
59.28,5.57,55.78,54.72,Entrepreneurship Cell,10,B+,100.0,pass
93.43,4.16,98.53,85.55,Technical Club,10,A,100.0,pass
88.83,4.29,59.45,92.45,Drama/Theatre,1,B+,50.0,pass
88.55,5.41,65.14,29.58,NSS,9,B+,100.0,pass
92.24,6.96,93.7,62.55,Sports,4,A-,53.62,pass
88.05,7.02,80.21,42.76,Cultural Activity,5,B+,63.65,pass
81.31,1.72,70.74,23.76,Photography Club,2,C,50.0,fail
56.56,5.0,85.85,73.48,Drama/Theatre,10,A-,100.0,pass
51.63,4.12,90.51,89.02,Entrepreneurship Cell,8,A-,99.88,pass
96.04,8.71,61.98,33.03,Technical Club,2,B+,50.0,pass
80.83,6.31,63.26,84.99,Club Activity,3,B+,50.0,pass
89.83,5.33,57.02,88.27,Student Council,9,A-,100.0,pass
74.08,1.15,97.67,93.15,Student Council,2,B+,50.0,pass
55.87,6.06,78.8,41.22,Sports,6,B,74.85,pass
56.26,1.17,35.83,92.32,Drama/Theatre,4,C,51.06,fail
84.28,3.37,90.41,45.65,Sports,7,B+,82.78,pass
71.52,1.43,63.64,64.19,NSS,6,B,78.9,pass
60.03,6.92,34.81,24.04,Music/Band,10,B,100.0,pass
74.58,2.06,68.48,23.51,Volunteering,9,B,100.0,pass
53.21,3.92,59.2,77.63,Club Activity,9,B+,100.0,pass
79.1,8.96,91.44,55.56,Volunteering,10,A,100.0,pass
63.45,2.04,44.28,40.5,Music/Band,4,C,57.03,fail
89.88,5.08,87.85,35.23,Club Activity,1,B,50.0,pass
65.52,4.19,69.04,73.6,Volunteering,2,B,50.0,pass
72.76,0.18,33.82,20.03,Club Activity,8,C,94.34,fail
50.58,7.93,98.03,84.47,Sports,10,A,100.0,pass
53.62,0.69,65.88,26.34,Cultural Activity,8,C,92.33,fail
69.62,4.74,50.36,35.32,Art & Design,2,C,50.0,fail
74.0,5.61,62.86,50.9,Club Activity,4,B,55.89,pass
80.0,6.28,90.05,58.79,Music/Band,1,B+,50.0,pass
64.58,6.89,51.34,48.4,Sports,7,B,84.5,pass
84.75,2.53,43.49,45.66,Art & Design,4,C,58.06,fail
93.01,0.1,39.03,97.11,Sports,8,B+,91.62,pass
88.99,7.23,50.85,71.33,NSS,9,A-,100.0,pass
51.98,5.36,84.6,21.87,Technical Club,9,B,100.0,pass
74.03,8.36,63.01,54.41,Student Council,3,B+,50.0,pass
55.25,8.21,45.92,90.0,NSS,5,B+,67.93,pass
62.1,8.43,41.63,44.12,Music/Band,6,B,71.3,pass
99.33,4.85,53.29,27.56,Drama/Theatre,6,B,77.63,pass
57.12,3.34,95.79,80.67,Photography Club,10,A-,100.0,pass
74.94,7.92,54.01,68.48,Drama/Theatre,8,B+,90.13,pass
80.91,4.51,99.17,65.63,Student Council,6,A-,78.98,pass
85.12,1.83,63.97,24.29,Sports,6,C,75.81,fail
77.98,8.55,42.54,31.24,Cultural Activity,4,B,53.52,pass
50.49,8.83,92.38,69.8,Photography Club,7,A-,82.33,pass
66.32,4.66,62.22,36.63,Music/Band,8,B,96.17,pass
75.89,0.76,79.68,60.33,Student Council,3,B,50.0,pass
54.39,3.88,98.86,63.59,Entrepreneurship Cell,7,B+,89.92,pass
67.53,8.04,33.51,42.68,Art & Design,3,B,50.0,pass
51.66,9.02,36.77,95.87,Art & Design,8,B+,96.35,pass
53.93,2.03,80.43,87.4,Drama/Theatre,1,B,50.0,pass
69.85,0.67,49.73,77.79,Technical Club,1,C,50.0,fail
56.64,8.77,42.9,26.24,Photography Club,6,B,76.82,pass
78.38,3.89,32.76,28.49,Entrepreneurship Cell,10,C,100.0,fail
84.47,5.42,31.53,59.42,Sports,9,B,100.0,pass
90.03,9.68,84.21,32.86,Drama/Theatre,4,A-,50.75,pass
60.01,0.67,39.41,98.26,Cultural Activity,6,B,70.73,pass
58.37,6.48,62.74,32.68,Photography Club,5,B,61.96,pass
55.23,0.74,72.41,59.0,Student Council,1,C,50.0,fail
81.82,3.75,59.98,49.13,Club Activity,6,B,77.85,pass
85.32,8.04,31.9,71.15,Cultural Activity,9,B+,100.0,pass
51.58,4.33,84.85,30.32,Photography Club,3,B,50.0,pass
96.81,9.97,30.74,54.43,Club Activity,3,B+,50.0,pass
52.6,5.59,83.33,41.98,Sports,2,B,50.0,pass
77.06,3.21,92.53,91.02,Student Council,4,A-,52.71,pass
85.45,2.2,60.3,23.25,Entrepreneurship Cell,10,B,100.0,pass
93.55,3.51,67.49,93.1,Art & Design,3,B+,50.0,pass
85.7,3.73,63.39,86.64,Entrepreneurship Cell,2,B+,50.0,pass
90.09,0.69,57.24,43.81,Entrepreneurship Cell,1,C,50.0,fail
66.97,3.7,92.12,83.14,Entrepreneurship Cell,3,B+,50.0,pass
90.74,4.64,92.58,22.5,Art & Design,10,B+,100.0,pass
54.01,7.23,53.51,97.35,NSS,6,B+,77.72,pass
94.74,6.57,73.05,62.13,Art & Design,9,A-,100.0,pass
77.38,7.09,94.88,44.26,Music/Band,5,B+,63.34,pass
90.86,0.08,97.34,49.01,NSS,3,B,50.0,pass
72.62,2.18,65.63,25.31,NSS,5,C,61.03,fail
82.18,6.62,61.7,99.15,Photography Club,5,A-,60.53,pass
76.32,4.84,49.51,23.14,Art & Design,5,C,68.56,fail
86.58,0.05,97.12,72.39,Drama/Theatre,7,B+,89.27,pass
54.08,8.04,40.0,55.42,Technical Club,5,B,60.91,pass
53.02,7.73,70.59,95.91,Technical Club,7,A-,81.13,pass
62.36,5.48,49.78,39.68,Photography Club,9,B,100.0,pass
57.98,0.66,49.53,62.57,Music/Band,5,C,61.05,fail
93.59,7.67,58.35,58.59,Volunteering,2,B+,50.0,pass
60.96,5.84,99.92,76.23,Drama/Theatre,5,A-,69.7,pass
98.79,7.82,33.85,25.44,Volunteering,8,B,96.68,pass
66.84,7.52,70.5,35.5,Club Activity,4,B,57.79,pass
59.11,8.03,35.78,37.17,Entrepreneurship Cell,2,C,50.0,fail
89.48,5.18,40.82,79.05,Drama/Theatre,10,B+,100.0,pass
82.94,1.4,60.77,35.13,Photography Club,3,C,50.0,fail
74.91,6.71,65.73,65.88,Student Council,9,A-,100.0,pass
77.77,6.2,48.12,37.22,Volunteering,9,B,100.0,pass
85.96,7.42,52.15,88.93,Music/Band,8,A-,95.61,pass
61.42,1.7,36.09,95.37,Music/Band,8,B,95.34,pass
99.82,1.95,51.23,61.48,Drama/Theatre,8,B+,98.23,pass
98.74,8.9,97.66,48.18,NSS,8,A,99.82,pass
82.52,7.5,96.13,38.72,Student Council,8,A-,94.11,pass
59.98,9.08,53.44,23.98,Sports,1,B,50.0,pass
84.01,7.59,69.96,41.48,Student Council,6,B+,71.0,pass
53.61,5.97,93.67,72.34,Photography Club,9,A-,100.0,pass
51.53,6.54,30.43,62.69,Music/Band,8,B,93.71,pass
62.88,8.89,86.75,95.52,Club Activity,3,A-,50.0,pass
73.13,5.79,96.39,51.7,Entrepreneurship Cell,1,B+,50.0,pass
93.41,6.32,36.39,75.51,Volunteering,2,B+,50.0,pass
86.36,1.56,41.3,59.15,Volunteering,2,C,50.0,fail
87.14,4.74,97.25,61.01,Club Activity,7,A-,89.24,pass
71.27,7.16,67.63,41.42,Cultural Activity,6,B+,70.78,pass
67.3,2.71,30.99,56.4,Entrepreneurship Cell,2,C,50.0,fail
68.55,2.02,48.03,57.66,Drama/Theatre,8,B,97.07,pass
99.38,3.14,61.5,76.53,Photography Club,9,B+,100.0,pass
52.01,2.42,78.5,95.25,Music/Band,7,B+,83.91,pass
93.35,2.15,81.32,46.35,Technical Club,4,B,57.41,pass
78.93,4.25,99.68,23.38,Art & Design,1,B,50.0,pass
71.93,9.08,50.13,59.7,Club Activity,4,B+,56.72,pass
86.26,5.07,67.68,63.56,Club Activity,4,B+,53.89,pass
74.33,1.88,67.33,33.48,Student Council,8,B,94.88,pass
93.67,0.77,58.4,80.84,Drama/Theatre,4,B,59.9,pass
95.04,6.96,41.84,98.79,Drama/Theatre,4,A-,52.14,pass
71.09,3.83,98.42,95.66,Technical Club,2,A-,50.0,pass
63.84,8.22,89.73,35.77,Art & Design,10,A-,100.0,pass
79.62,6.6,64.88,90.03,Drama/Theatre,7,A-,87.65,pass
95.62,7.96,72.23,76.36,NSS,4,A-,57.64,pass
60.53,2.72,45.91,56.31,Music/Band,6,C,72.92,fail
81.15,6.92,68.07,63.25,Photography Club,3,B+,50.0,pass
81.58,2.64,78.65,87.97,NSS,7,A-,80.11,pass
86.66,9.39,66.06,58.41,Cultural Activity,6,A-,74.27,pass
56.58,6.36,99.32,49.86,Photography Club,3,B+,50.0,pass
85.79,3.25,72.79,59.46,Music/Band,4,B+,59.88,pass
95.45,2.7,55.97,66.33,Entrepreneurship Cell,10,B+,100.0,pass
58.98,1.91,84.05,35.13,Sports,5,B,62.56,pass
61.88,6.95,41.93,92.07,Music/Band,9,B+,100.0,pass
98.57,2.19,56.92,73.93,Music/Band,6,B+,74.91,pass
59.05,5.95,54.29,70.66,Technical Club,4,B,55.99,pass
92.72,2.65,60.23,27.96,Entrepreneurship Cell,7,B,80.96,pass
74.61,6.62,84.72,68.33,NSS,2,B+,50.0,pass
62.36,8.15,63.89,29.68,Art & Design,4,B,59.44,pass
93.54,7.78,85.58,26.3,Student Council,5,B+,65.9,pass
72.27,7.61,70.35,62.18,Technical Club,4,B+,53.45,pass
75.74,1.88,53.94,52.22,Music/Band,4,C,56.26,fail
67.96,0.88,86.7,67.1,Student Council,9,B+,100.0,pass
79.65,6.99,46.68,27.14,Photography Club,2,B,50.0,pass
58.18,3.68,45.71,54.48,Entrepreneurship Cell,6,B,75.05,pass
69.55,4.32,65.32,33.98,Photography Club,8,B,99.59,pass
98.47,0.31,48.26,98.97,Volunteering,8,B+,91.72,pass
62.91,2.6,30.64,64.89,Student Council,7,C,87.2,fail
82.84,0.34,75.38,74.99,Club Activity,10,B+,100.0,pass
66.26,8.79,65.78,46.03,Technical Club,4,B+,56.8,pass
88.67,2.43,61.19,27.58,Technical Club,7,B,83.51,pass
56.54,5.57,97.69,98.07,Club Activity,10,A,100.0,pass
98.49,0.39,69.98,42.9,Volunteering,6,B,76.84,pass
72.69,6.67,90.44,53.9,Drama/Theatre,6,B+,72.16,pass
61.8,3.23,39.76,71.99,Drama/Theatre,2,C,50.0,fail
53.67,8.98,69.84,21.98,Drama/Theatre,8,B,91.88,pass
58.49,8.88,90.76,84.82,Drama/Theatre,8,A,90.08,pass
75.99,3.25,70.82,62.93,NSS,7,B+,89.7,pass
66.85,9.01,80.26,42.26,Club Activity,9,A-,100.0,pass
91.44,9.96,56.04,24.93,Photography Club,8,B+,99.69,pass
71.54,8.25,36.47,33.0,Volunteering,9,B,100.0,pass
62.44,8.45,62.05,91.6,Photography Club,9,A-,100.0,pass
80.86,2.49,57.61,74.88,Music/Band,6,B+,72.01,pass
85.34,5.77,90.69,39.99,Cultural Activity,2,B+,50.0,pass
58.35,0.67,47.08,25.25,Technical Club,7,C,87.84,fail
58.38,0.95,97.67,75.25,Student Council,3,B,50.0,pass
51.83,9.99,97.07,65.79,Drama/Theatre,7,A-,89.12,pass
86.82,3.27,47.33,52.36,Student Council,9,B,100.0,pass
83.19,7.48,54.36,49.09,Cultural Activity,10,B+,100.0,pass
73.73,8.07,92.69,37.35,Technical Club,10,A-,100.0,pass
92.21,8.58,97.66,73.57,Sports,2,A,50.0,pass
90.28,9.98,61.04,97.65,Photography Club,6,A,79.57,pass
79.27,2.41,52.47,34.06,Art & Design,6,C,73.43,fail
93.41,0.4,66.83,67.77,Volunteering,9,B+,100.0,pass
60.29,4.11,78.14,53.93,NSS,9,B+,100.0,pass
55.6,1.3,49.14,55.74,Student Council,5,C,65.0,fail
63.49,0.22,81.55,40.33,Drama/Theatre,5,C,67.93,fail
52.85,3.6,33.62,86.01,Club Activity,9,B,100.0,pass
76.56,7.84,33.45,58.82,Student Council,8,B+,96.6,pass
96.83,5.66,57.04,63.47,Technical Club,7,B+,83.24,pass
51.97,3.13,54.74,44.38,Sports,8,C,93.41,fail
56.11,6.54,52.09,34.54,Volunteering,6,B,76.62,pass
72.61,2.32,64.37,26.87,Club Activity,3,C,50.0,fail
96.69,0.14,52.45,77.13,Art & Design,7,B,88.12,pass
65.81,7.64,43.46,35.7,Technical Club,8,B,91.56,pass
75.36,6.24,51.66,75.21,Sports,8,B+,97.9,pass
52.08,7.62,98.24,51.23,Club Activity,1,B+,50.0,pass
57.42,0.39,58.78,53.26,Art & Design,7,C,81.94,fail
99.33,8.37,61.13,57.53,Student Council,3,B+,50.0,pass
98.26,6.2,70.36,49.42,Technical Club,2,B+,50.0,pass
50.25,5.63,98.83,28.05,Photography Club,2,B,50.0,pass
97.59,6.25,46.91,44.77,Entrepreneurship Cell,8,B+,93.27,pass
81.96,8.64,77.69,73.1,Music/Band,9,A,100.0,pass
93.4,5.87,80.12,73.26,Entrepreneurship Cell,3,A-,50.0,pass
72.74,5.81,72.51,42.9,Art & Design,3,B,50.0,pass
75.78,9.91,36.2,56.81,Sports,6,B+,77.74,pass
74.44,7.57,77.38,35.48,Music/Band,10,B+,100.0,pass
83.34,4.42,34.49,36.83,Music/Band,1,C,50.0,fail
56.98,7.07,71.73,21.84,NSS,6,B,77.75,pass
51.5,3.89,81.77,91.74,Sports,3,B+,50.0,pass
65.4,2.29,44.77,36.86,Music/Band,4,C,56.33,fail
85.23,5.97,88.91,38.2,Student Council,9,B+,100.0,pass
60.09,9.28,32.12,42.37,Technical Club,3,B,50.0,pass
83.67,9.29,89.07,30.19,Technical Club,1,B+,50.0,pass
98.5,3.42,62.22,71.14,Entrepreneurship Cell,3,B+,50.0,pass
54.7,5.28,45.23,26.01,Student Council,7,C,83.55,fail
83.63,2.12,39.36,30.74,NSS,7,C,82.82,fail
72.19,9.96,96.73,71.58,Volunteering,5,A,68.41,pass
93.41,9.81,35.09,47.17,NSS,1,B,50.0,pass
58.86,6.5,43.94,76.64,Technical Club,8,B+,93.97,pass
84.63,8.04,54.35,64.59,Volunteering,10,A-,100.0,pass
91.91,7.15,73.42,40.48,NSS,8,B+,92.85,pass
97.23,5.93,68.14,72.07,Music/Band,10,A-,100.0,pass
84.16,0.53,38.8,29.3,Photography Club,10,C,100.0,fail
74.86,4.55,50.28,62.91,Volunteering,10,B+,100.0,pass
80.89,6.75,46.71,54.97,Photography Club,2,B,50.0,pass
93.45,6.78,44.95,41.43,Technical Club,10,B+,100.0,pass
78.53,3.73,58.78,68.32,Student Council,3,B,50.0,pass
51.52,9.42,79.28,89.71,Drama/Theatre,4,A-,53.13,pass
96.55,1.67,45.22,99.91,Photography Club,1,B,50.0,pass
84.48,5.0,55.67,68.62,Entrepreneurship Cell,4,B+,55.01,pass
83.83,6.91,57.36,52.38,Music/Band,5,B+,64.9,pass
60.78,6.97,98.35,38.02,Music/Band,3,B+,50.0,pass
82.94,6.49,96.83,40.57,Drama/Theatre,10,A-,100.0,pass
69.69,2.75,86.01,58.36,Art & Design,2,B,50.0,pass
82.56,1.56,46.92,49.38,Entrepreneurship Cell,6,C,74.51,fail
55.33,6.36,34.76,93.11,Photography Club,8,B+,99.59,pass
82.89,5.99,52.18,49.46,Photography Club,7,B+,82.61,pass
99.97,1.79,48.68,49.88,Cultural Activity,1,C,50.0,fail
52.41,7.05,65.41,50.68,Photography Club,4,B,59.41,pass
98.86,4.55,84.44,86.93,Club Activity,3,A-,50.0,pass
70.35,6.68,90.08,72.06,Sports,6,A-,78.71,pass
93.54,8.37,89.14,69.13,NSS,9,A,100.0,pass
89.12,1.7,55.18,46.73,Cultural Activity,9,B,100.0,pass
78.35,0.19,78.11,85.43,NSS,7,B+,86.0,pass
86.92,7.79,51.9,23.07,Cultural Activity,9,B+,100.0,pass
93.93,6.1,34.26,89.66,Volunteering,8,B+,95.36,pass
70.21,7.0,79.11,61.02,Student Council,5,B+,62.3,pass
66.35,8.38,30.69,51.86,Photography Club,9,B,100.0,pass
83.38,8.03,58.64,59.77,Photography Club,7,B+,85.28,pass
90.39,9.61,53.06,73.39,Sports,5,A-,64.11,pass
88.11,5.36,78.54,21.02,Sports,8,B+,92.69,pass
89.89,4.88,83.64,89.72,NSS,7,A-,89.99,pass
71.78,4.02,51.29,55.74,Drama/Theatre,9,B,100.0,pass
90.89,1.54,86.81,47.44,Volunteering,10,B+,100.0,pass
56.01,5.73,50.57,31.06,Art & Design,1,C,50.0,fail
77.22,2.77,61.24,55.16,Sports,9,B,100.0,pass
50.29,9.21,80.89,59.71,Club Activity,7,A-,89.79,pass
66.23,5.83,78.5,52.29,Photography Club,1,B,50.0,pass
68.32,5.93,99.12,74.29,NSS,1,B+,50.0,pass
69.81,3.55,45.76,53.67,Music/Band,5,B,62.14,pass
84.77,0.52,76.36,96.91,Club Activity,8,B+,99.72,pass
69.43,0.32,72.68,67.94,Technical Club,9,B,100.0,pass
72.43,4.23,94.06,84.6,NSS,6,A-,71.01,pass
61.88,0.85,40.95,28.75,NSS,10,C,100.0,fail
68.66,6.07,82.63,51.78,Music/Band,8,B+,95.73,pass
61.36,8.81,69.78,46.95,Volunteering,6,B+,77.81,pass
53.66,8.83,49.23,65.56,Music/Band,6,B+,73.67,pass
80.17,6.59,63.21,88.89,Entrepreneurship Cell,4,A-,59.78,pass
83.41,2.11,53.36,26.27,Sports,5,C,64.34,fail
80.97,8.63,70.55,25.81,Student Council,2,B,50.0,pass
73.17,8.86,92.23,88.03,NSS,3,A,50.0,pass
68.99,1.97,69.85,37.03,Technical Club,3,C,50.0,fail
93.17,7.37,74.22,73.5,Drama/Theatre,5,A-,68.32,pass
75.95,2.87,66.31,63.43,NSS,5,B,64.59,pass
73.96,8.03,33.58,86.63,Music/Band,6,B+,75.94,pass
51.28,9.97,46.3,30.01,Cultural Activity,5,B,62.67,pass
67.06,0.3,64.44,30.38,NSS,6,C,76.46,fail
69.01,8.97,51.72,64.55,NSS,8,B+,99.86,pass
69.94,6.23,42.72,95.71,Entrepreneurship Cell,2,B+,50.0,pass
79.01,9.73,65.29,53.2,Technical Club,4,B+,58.87,pass
76.68,4.65,52.6,46.16,Entrepreneurship Cell,6,B,75.62,pass
80.4,8.47,48.07,68.54,Technical Club,5,B+,62.52,pass
88.24,0.62,62.48,94.44,NSS,1,B,50.0,pass
90.65,3.35,39.33,86.95,Cultural Activity,9,B+,100.0,pass
85.91,0.67,94.94,99.64,Student Council,3,A-,50.0,pass
97.78,9.75,90.74,21.81,Art & Design,2,B+,50.0,pass
50.91,8.17,79.53,29.03,Cultural Activity,9,B+,100.0,pass
59.79,8.53,37.43,68.76,Cultural Activity,7,B+,88.33,pass
50.38,9.38,84.31,85.65,Cultural Activity,5,A-,66.14,pass
82.37,0.85,86.56,42.82,Photography Club,6,B,79.13,pass
94.9,3.86,83.74,39.14,Student Council,4,B+,52.32,pass
62.17,0.71,37.98,82.96,Volunteering,1,C,50.0,fail
96.35,2.11,75.07,24.51,Volunteering,4,B,50.06,pass
53.01,2.29,88.4,49.55,Cultural Activity,9,B,100.0,pass
96.72,4.69,70.41,60.46,Art & Design,1,B+,50.0,pass
67.58,2.69,75.25,64.83,Entrepreneurship Cell,10,B+,100.0,pass
55.07,1.01,62.09,78.29,Music/Band,3,B,50.0,pass
74.29,1.67,67.01,48.39,Club Activity,5,B,68.77,pass
62.84,1.47,32.41,69.01,Volunteering,7,C,87.82,fail
64.24,9.73,74.73,66.83,Drama/Theatre,9,A-,100.0,pass
65.36,7.59,35.7,63.81,Technical Club,6,B,78.17,pass
90.15,9.68,60.45,71.24,Student Council,3,A-,50.0,pass
76.96,4.4,50.49,40.76,Student Council,7,B,81.5,pass
65.57,2.78,68.18,26.77,Club Activity,4,C,52.26,fail
80.52,7.98,39.34,29.54,Volunteering,3,B,50.0,pass
85.81,3.26,78.42,37.97,Art & Design,7,B,84.25,pass
63.63,2.99,85.65,60.02,Art & Design,7,B+,82.89,pass
70.68,2.33,41.43,87.24,Technical Club,4,B,51.72,pass
56.09,1.3,37.3,76.1,Cultural Activity,7,C,87.62,fail
59.06,2.56,40.19,83.12,Music/Band,2,C,50.0,fail
84.06,3.55,91.4,48.08,Volunteering,1,B,50.0,pass
59.07,6.74,66.97,52.37,Art & Design,2,B,50.0,pass
76.26,0.63,62.71,51.49,Club Activity,4,C,52.45,fail
85.45,2.11,37.47,35.35,Technical Club,8,C,92.18,fail
55.34,8.09,75.47,24.9,NSS,3,B,50.0,pass
78.37,1.47,90.76,67.27,Technical Club,10,B+,100.0,pass
62.83,3.43,87.97,99.14,Photography Club,6,A-,76.05,pass
98.15,8.65,73.82,33.35,Art & Design,6,B+,77.06,pass
74.18,1.55,35.27,23.73,NSS,9,C,100.0,fail
90.3,0.83,37.87,82.36,Drama/Theatre,9,B,100.0,pass
77.51,4.85,33.45,40.21,Sports,4,C,53.3,fail
52.17,3.02,48.02,86.37,Technical Club,9,B,100.0,pass
81.66,5.63,39.5,76.31,Club Activity,6,B+,73.49,pass
97.57,8.04,48.2,95.65,Club Activity,2,A-,50.0,pass
80.08,1.37,56.95,52.71,Photography Club,10,B,100.0,pass
90.96,5.81,96.01,72.96,Music/Band,6,A-,72.72,pass
94.21,5.06,72.73,57.19,Cultural Activity,2,B+,50.0,pass
61.4,1.44,88.45,70.45,Technical Club,8,B+,98.3,pass
60.6,6.24,79.72,55.97,Art & Design,4,B+,58.53,pass
80.55,2.74,37.88,35.09,Sports,5,C,62.2,fail
70.55,4.88,81.51,60.63,Photography Club,8,B+,90.65,pass
91.99,0.82,49.26,62.29,Volunteering,8,B,97.39,pass
95.0,4.6,74.74,84.85,Art & Design,6,A-,72.12,pass
67.67,3.06,53.87,78.84,Club Activity,4,B,53.93,pass
61.84,8.22,99.84,73.1,Drama/Theatre,1,A-,50.0,pass
89.03,0.57,48.45,29.07,Art & Design,7,C,82.26,fail
63.74,4.19,49.54,77.65,Student Council,8,B+,97.93,pass
91.13,4.58,95.15,60.02,Entrepreneurship Cell,9,A-,100.0,pass
71.19,7.25,31.73,91.53,Club Activity,2,B+,50.0,pass
83.38,5.74,78.77,93.59,Technical Club,1,A-,50.0,pass
54.78,6.67,80.77,24.41,Drama/Theatre,4,B,51.34,pass
81.19,7.77,88.55,85.65,Student Council,5,A,60.74,pass
72.59,8.62,98.21,23.02,NSS,10,A-,100.0,pass
79.33,3.14,98.29,49.37,Sports,1,B+,50.0,pass
58.4,5.38,34.57,63.38,Club Activity,5,B,65.42,pass
86.84,8.4,87.53,31.85,Technical Club,6,A-,77.65,pass
93.14,9.89,75.24,79.71,Student Council,3,A,50.0,pass
60.84,8.9,75.31,20.67,Student Council,7,B+,88.07,pass
54.79,3.71,38.98,33.49,Cultural Activity,6,C,70.17,fail
51.18,1.95,75.51,66.46,Student Council,4,B,51.87,pass
82.1,4.89,98.77,77.15,Sports,3,A-,50.0,pass
80.35,7.42,93.83,93.33,Drama/Theatre,5,A,63.76,pass
77.33,4.93,60.74,76.44,Photography Club,3,B+,50.0,pass
61.6,4.83,32.8,73.74,Drama/Theatre,10,B,100.0,pass
69.55,8.38,55.36,51.55,Student Council,9,B+,100.0,pass
79.72,3.61,87.85,20.1,Technical Club,9,B,100.0,pass
74.84,8.6,79.1,29.61,Club Activity,6,B+,78.64,pass
99.39,4.07,62.15,62.76,Technical Club,6,B+,73.21,pass
56.82,3.28,33.86,74.01,Photography Club,4,C,59.9,fail
84.76,4.54,59.88,53.4,Entrepreneurship Cell,4,B,51.58,pass
70.22,7.62,62.83,78.45,Music/Band,2,B+,50.0,pass
71.41,1.26,95.0,61.75,Club Activity,10,B+,100.0,pass
85.88,1.96,74.88,25.93,NSS,4,B,54.33,pass
84.62,9.51,51.82,35.36,Entrepreneurship Cell,8,B+,94.68,pass
99.56,1.75,66.77,87.2,Sports,10,A-,100.0,pass
56.42,5.68,34.62,77.99,Entrepreneurship Cell,2,B,50.0,pass
55.21,5.79,98.08,91.58,Technical Club,9,A-,100.0,pass
86.22,4.9,55.2,29.4,Cultural Activity,1,C,50.0,fail
78.92,6.45,63.45,99.22,Drama/Theatre,2,A-,50.0,pass
63.71,2.3,54.87,36.75,Student Council,2,C,50.0,fail
53.97,5.53,77.78,20.94,Club Activity,6,B,74.04,pass
54.28,3.72,76.36,99.79,Photography Club,7,B+,80.16,pass
94.71,6.62,80.07,42.49,Student Council,3,B+,50.0,pass
59.59,1.41,48.77,73.44,NSS,9,B,100.0,pass
66.17,5.71,52.1,34.13,Music/Band,5,B,60.01,pass
61.33,1.85,38.77,66.42,Student Council,5,C,66.16,fail
67.75,2.79,75.89,92.32,Technical Club,4,B+,51.89,pass
53.47,2.19,32.79,45.61,Club Activity,9,C,100.0,fail
75.95,1.83,71.84,73.62,Cultural Activity,8,B+,96.53,pass
53.38,8.26,90.88,35.03,NSS,4,B+,50.54,pass
90.02,2.86,92.36,69.98,Art & Design,4,B+,53.13,pass
61.69,9.27,61.43,46.92,Sports,2,B,50.0,pass
77.0,9.7,62.15,36.9,Music/Band,9,B+,100.0,pass
94.0,5.71,35.39,45.05,Technical Club,3,B,50.0,pass
82.54,1.43,76.95,34.31,Sports,4,B,57.21,pass
76.65,3.75,87.49,92.15,Photography Club,7,A-,82.55,pass
66.22,7.98,47.13,51.77,Cultural Activity,10,B+,100.0,pass
66.65,3.67,59.49,39.62,Sports,8,B,90.79,pass
83.47,0.87,88.72,55.87,Drama/Theatre,8,B+,94.26,pass
99.71,5.57,91.4,45.64,Photography Club,4,B+,59.46,pass
83.09,8.45,47.02,79.55,Club Activity,7,A-,82.18,pass
77.89,7.96,68.54,97.7,Sports,10,A,100.0,pass
86.53,1.75,43.47,55.04,Technical Club,1,C,50.0,fail
73.26,6.73,37.13,88.88,Art & Design,6,B+,76.06,pass
53.01,2.21,93.78,65.27,Drama/Theatre,6,B+,76.8,pass
78.11,2.18,87.44,32.58,Drama/Theatre,6,B,76.43,pass
97.88,8.74,83.2,75.25,Sports,2,A-,50.0,pass
58.77,2.5,33.41,61.07,Music/Band,8,C,94.86,fail
84.5,2.63,89.06,72.05,Volunteering,5,B+,61.34,pass
60.05,0.01,60.66,91.17,Photography Club,5,B,62.89,pass
76.79,8.71,53.97,55.23,Music/Band,2,B+,50.0,pass
54.83,7.93,68.25,92.09,Entrepreneurship Cell,4,A-,56.13,pass
72.52,6.27,36.39,80.05,Student Council,9,B+,100.0,pass
87.81,7.5,82.97,59.09,Technical Club,9,A-,100.0,pass
67.38,1.52,70.77,68.26,Volunteering,6,B,76.37,pass
83.25,4.58,43.06,46.05,Club Activity,9,B,100.0,pass
89.77,3.51,43.18,98.69,Drama/Theatre,4,B+,55.86,pass
96.36,0.94,42.9,73.39,Technical Club,1,B,50.0,pass
61.73,4.86,33.99,23.51,Photography Club,2,C,50.0,fail
69.97,9.21,71.15,46.13,Cultural Activity,1,B+,50.0,pass
57.62,0.4,88.82,69.87,Student Council,8,B,99.02,pass
